Instance,Origin,Destination,ofdp,ilp,splitpath,ofdp3
0,18,63,48.0,48.0,48.0,53.0
0,18,64,57.0,57.0,57.0,57.0
0,18,67,29.0,29.0,29.0,37.0
0,18,70,None,None,None,None
0,18,71,None,None,None,None
0,18,72,None,None,None,None
0,18,73,None,None,None,None
0,18,74,None,None,None,None
0,18,75,123.0,123.0,127.0,130.0
0,18,76,118.0,120.0,120.0,133.0
0,18,77,117.0,117.0,117.0,128.0
0,18,78,121.0,123.0,123.0,128.0
0,18,79,123.0,123.0,123.0,141.0
0,18,80,125.0,125.0,125.0,125.0
0,18,81,117.0,117.0,118.0,118.0
0,18,82,114.0,114.0,114.0,114.0
0,18,83,114.0,114.0,114.0,127.0
0,18,84,115.0,115.0,115.0,115.0
0,18,85,None,None,None,None
0,18,86,None,None,None,None
0,18,87,None,None,None,None
0,18,88,None,None,None,None
0,18,89,None,None,None,None
0,18,90,41.0,41.0,41.0,41.0
0,18,91,39.0,39.0,39.0,47.0
0,19,20,None,None,None,None
0,19,25,120.0,120.0,120.0,135.0
0,19,26,118.0,118.0,118.0,131.0
0,19,27,None,None,None,None
0,19,28,103.0,105.0,106.0,116.0
0,19,29,None,None,None,None
0,19,30,87.0,89.0,89.0,95.0
0,19,31,90.0,91.0,91.0,91.0
0,19,32,92.0,93.0,93.0,95.0
0,19,33,85.0,87.0,87.0,93.0
0,19,35,None,None,None,None
0,19,36,None,None,None,None
0,19,37,None,None,None,None
0,19,38,None,None,None,None
0,19,39,None,None,None,None
0,19,50,105.0,105.0,105.0,118.0
0,19,51,110.0,111.0,111.0,118.0
0,19,52,98.0,98.0,98.0,105.0
0,19,53,94.0,94.0,94.0,94.0
0,19,54,95.0,95.0,95.0,102.0
0,19,55,99.0,100.0,100.0,103.0
0,19,56,104.0,104.0,104.0,104.0
0,19,57,105.0,105.0,105.0,129.0
0,19,58,106.0,106.0,106.0,122.0
0,19,59,103.0,103.0,103.0,103.0
0,19,61,77.0,78.0,78.0,81.0
0,19,63,48.0,48.0,48.0,48.0
0,19,64,57.0,57.0,57.0,71.0
0,19,67,32.0,32.0,32.0,37.0
0,19,70,None,None,None,None
0,19,71,None,None,None,None
0,19,72,None,None,None,None
0,19,73,None,None,None,None
0,19,74,None,None,None,None
0,19,75,118.0,118.0,124.0,138.0
0,19,76,113.0,115.0,115.0,121.0
0,19,77,112.0,112.0,114.0,112.0
0,19,78,116.0,118.0,118.0,143.0
0,19,79,118.0,118.0,118.0,142.0
0,19,80,120.0,121.0,121.0,125.0
0,19,81,113.0,113.0,113.0,113.0
0,19,82,114.0,114.0,114.0,132.0
0,19,83,114.0,114.0,114.0,125.0
0,19,84,110.0,110.0,110.0,110.0
0,19,85,None,None,None,None
0,19,86,None,None,None,None
0,19,87,None,None,None,None
0,19,88,None,None,None,None
0,19,89,None,None,None,None
0,20,21,None,None,None,None
0,20,22,None,None,None,None
0,20,23,None,None,None,None
0,20,24,None,None,None,None
0,20,25,None,None,None,None
0,20,26,None,None,None,None
0,20,27,None,None,None,None
0,20,28,None,None,None,None
0,20,29,None,None,None,None
0,20,30,None,None,None,None
0,20,31,None,None,None,None
0,20,32,None,None,None,None
0,20,33,None,None,None,None
0,20,34,None,None,None,None
0,20,35,None,None,None,None
0,20,36,None,None,None,None
0,20,37,None,None,None,None
0,20,38,None,None,None,None
0,20,39,None,None,None,None
0,20,40,None,None,None,None
0,20,41,None,None,None,None
0,20,42,None,None,None,None
0,20,43,None,None,None,None
0,20,44,None,None,None,None
0,20,45,None,None,None,None
0,20,46,None,None,None,None
0,20,47,None,None,None,None
0,20,48,None,None,None,None
0,20,49,None,None,None,None
0,20,50,None,None,None,None
0,20,51,None,None,None,None
0,20,52,None,None,None,None
0,20,53,None,None,None,None
0,20,54,None,None,None,None
0,20,55,None,None,None,None
0,20,56,None,None,None,None
0,20,57,None,None,None,None
0,20,58,None,None,None,None
0,20,59,None,None,None,None
0,20,60,None,None,None,None
0,20,61,None,None,None,None
0,20,62,None,None,None,None
0,20,63,None,None,None,None
0,20,64,None,None,None,None
0,20,65,None,None,None,None
0,20,66,None,None,None,None
0,20,67,None,None,None,None
0,20,68,None,None,None,None
0,20,69,None,None,None,None
0,20,70,None,None,None,None
0,20,71,None,None,None,None
0,20,72,None,None,None,None
0,20,73,None,None,None,None
0,20,74,None,None,None,None
0,20,75,None,None,None,None
0,20,76,None,None,None,None
0,20,77,None,None,None,None
0,20,78,None,None,None,None
0,20,79,None,None,None,None
0,20,80,None,None,None,None
0,20,81,None,None,None,None
0,20,82,None,None,None,None
0,20,83,None,None,None,None
0,20,84,None,None,None,None
0,20,85,None,None,None,None
0,20,86,None,None,None,None
0,20,87,None,None,None,None
0,20,88,None,None,None,None
0,20,89,None,None,None,None
0,20,90,None,None,None,None
0,20,91,None,None,None,None
0,20,92,None,None,None,None
0,20,93,None,None,None,None
0,20,94,None,None,None,None
0,20,95,None,None,None,None
0,20,96,None,None,None,None
0,20,97,None,None,None,None
0,20,98,None,None,None,None
0,20,99,None,None,None,None
0,21,25,120.0,120.0,120.0,134.0
0,21,26,118.0,118.0,118.0,130.0
0,21,27,None,None,None,None
0,21,28,103.0,103.0,103.0,120.0
0,21,29,None,None,None,None
0,21,30,87.0,87.0,87.0,99.0
0,21,31,90.0,90.0,90.0,107.0
0,21,32,92.0,92.0,92.0,109.0
0,21,33,85.0,85.0,85.0,108.0
0,21,34,87.0,87.0,87.0,88.0
0,21,35,None,None,None,None
0,21,36,None,None,None,None
0,21,37,None,None,None,None
0,21,38,None,None,None,None
0,21,39,None,None,None,None
0,21,41,48.0,48.0,49.0,50.0
0,21,50,105.0,105.0,105.0,117.0
0,21,51,110.0,110.0,110.0,110.0
0,21,52,98.0,98.0,98.0,100.0
0,21,53,94.0,94.0,94.0,116.0
0,21,54,95.0,95.0,95.0,116.0
0,21,55,99.0,99.0,100.0,99.0
0,21,56,104.0,104.0,105.0,115.0
0,21,57,105.0,105.0,107.0,125.0
0,21,58,106.0,106.0,106.0,117.0
0,21,59,104.0,104.0,104.0,104.0
0,21,60,67.0,67.0,72.0,74.0
0,21,61,83.0,83.0,83.0,88.0
0,21,63,55.0,55.0,58.0,55.0
0,21,64,61.0,61.0,64.0,64.0
0,21,70,None,None,None,None
0,21,71,None,None,None,None
0,21,72,None,None,None,None
0,21,73,None,None,None,None
0,21,74,None,None,None,None
0,21,75,118.0,118.0,118.0,142.0
0,21,76,113.0,113.0,113.0,116.0
0,21,77,112.0,112.0,112.0,129.0
0,21,78,116.0,116.0,118.0,142.0
0,21,79,118.0,118.0,118.0,138.0
0,21,80,120.0,120.0,121.0,120.0
0,21,81,113.0,113.0,113.0,123.0
0,21,82,114.0,114.0,115.0,128.0
0,21,83,122.0,122.0,124.0,123.0
0,21,84,110.0,110.0,113.0,126.0
0,21,85,None,None,None,None
0,21,86,None,None,None,None
0,21,87,None,None,None,None
0,21,88,None,None,None,None
0,21,89,None,None,None,None
0,21,91,48.0,48.0,48.0,54.0
0,21,92,41.0,41.0,46.0,41.0
0,22,25,120.0,120.0,120.0,126.0
0,22,26,118.0,118.0,118.0,128.0
0,22,27,None,None,None,None
0,22,28,103.0,103.0,103.0,115.0
0,22,29,None,None,None,None
0,22,30,87.0,87.0,87.0,87.0
0,22,31,90.0,90.0,90.0,96.0
0,22,32,92.0,92.0,92.0,92.0
0,22,33,85.0,85.0,85.0,97.0
0,22,34,87.0,87.0,87.0,92.0
0,22,35,None,None,None,None
0,22,36,None,None,None,None
0,22,37,None,None,None,None
0,22,38,None,None,None,None
0,22,39,None,None,None,None
0,22,41,38.0,38.0,38.0,41.0
0,22,50,105.0,105.0,105.0,109.0
0,22,51,110.0,110.0,110.0,119.0
0,22,52,98.0,98.0,98.0,106.0
0,22,53,94.0,94.0,102.0,105.0
0,22,54,95.0,95.0,95.0,99.0
0,22,55,99.0,99.0,99.0,108.0
0,22,56,104.0,104.0,104.0,109.0
0,22,57,105.0,105.0,105.0,120.0
0,22,58,106.0,106.0,106.0,107.0
0,22,59,103.0,104.0,104.0,113.0
0,22,60,65.0,65.0,65.0,65.0
0,22,61,78.0,78.0,78.0,78.0
0,22,62,50.0,50.0,50.0,57.0
0,22,63,46.0,46.0,46.0,46.0
0,22,64,57.0,57.0,57.0,57.0
0,22,70,None,None,None,None
0,22,71,None,None,None,None
0,22,72,None,None,None,None
0,22,73,None,None,None,None
0,22,74,None,None,None,None
0,22,75,118.0,118.0,122.0,125.0
0,22,76,113.0,113.0,113.0,131.0
0,22,77,112.0,112.0,112.0,126.0
0,22,78,116.0,116.0,116.0,116.0
0,22,79,118.0,118.0,118.0,134.0
0,22,80,120.0,120.0,120.0,141.0
0,22,81,113.0,113.0,113.0,117.0
0,22,82,114.0,114.0,114.0,123.0
0,22,83,114.0,114.0,114.0,122.0
0,22,84,110.0,110.0,110.0,135.0
0,22,85,None,None,None,None
0,22,86,None,None,None,None
0,22,87,None,None,None,None
0,22,88,None,None,None,None
0,22,89,None,None,None,None
0,22,90,44.0,45.0,47.0,48.0
0,22,91,42.0,43.0,43.0,48.0
0,22,92,35.0,35.0,39.0,35.0
0,22,94,39.0,39.0,39.0,39.0
0,23,25,123.0,123.0,123.0,136.0
0,23,26,121.0,121.0,121.0,136.0
0,23,27,None,None,None,None
0,23,28,106.0,106.0,106.0,117.0
0,23,29,None,None,None,None
0,23,30,90.0,90.0,90.0,96.0
0,23,31,93.0,93.0,93.0,108.0
0,23,32,95.0,95.0,95.0,107.0
0,23,33,88.0,88.0,88.0,105.0
0,23,34,90.0,90.0,90.0,90.0
0,23,35,None,None,None,None
0,23,36,None,None,None,None
0,23,37,None,None,None,None
0,23,38,None,None,None,None
0,23,39,None,None,None,None
0,23,41,45.0,45.0,46.0,46.0
0,23,50,108.0,108.0,111.0,119.0
0,23,51,113.0,113.0,113.0,125.0
0,23,52,101.0,101.0,101.0,114.0
0,23,53,97.0,97.0,97.0,97.0
0,23,54,98.0,98.0,98.0,111.0
0,23,55,102.0,102.0,102.0,121.0
0,23,56,107.0,107.0,107.0,124.0
0,23,57,108.0,108.0,108.0,108.0
0,23,58,109.0,109.0,111.0,111.0
0,23,59,107.0,107.0,109.0,118.0
0,23,60,70.0,70.0,70.0,70.0
0,23,61,81.0,81.0,81.0,87.0
0,23,62,53.0,53.0,55.0,55.0
0,23,63,52.0,52.0,53.0,57.0
0,23,64,62.0,62.0,62.0,62.0
0,23,70,None,None,None,None
0,23,71,None,None,None,None
0,23,72,None,None,None,None
0,23,73,None,None,None,None
0,23,74,None,None,None,None
0,23,75,121.0,121.0,127.0,139.0
0,23,76,116.0,116.0,116.0,127.0
0,23,77,115.0,115.0,117.0,115.0
0,23,78,119.0,119.0,119.0,144.0
0,23,79,121.0,121.0,121.0,121.0
0,23,80,123.0,123.0,123.0,141.0
0,23,81,116.0,116.0,116.0,135.0
0,23,82,117.0,117.0,117.0,117.0
0,23,83,119.0,119.0,121.0,122.0
0,23,84,113.0,113.0,113.0,135.0
0,23,85,None,None,None,None
0,23,86,None,None,None,None
0,23,87,None,None,None,None
0,23,88,None,None,None,None
0,23,89,None,None,None,None
0,23,90,45.0,45.0,45.0,55.0
0,23,91,43.0,43.0,43.0,43.0
0,23,94,40.0,42.0,42.0,45.0
0,24,25,120.0,120.0,120.0,133.0
0,24,26,118.0,118.0,118.0,129.0
0,24,27,None,None,None,None
0,24,28,103.0,103.0,106.0,106.0
0,24,29,None,None,None,None
0,24,30,87.0,87.0,87.0,93.0
0,24,31,90.0,90.0,90.0,105.0
0,24,32,92.0,92.0,92.0,102.0
0,24,33,85.0,85.0,85.0,85.0
0,24,34,87.0,87.0,87.0,95.0
0,24,35,None,None,None,None
0,24,36,None,None,None,None
0,24,37,None,None,None,None
0,24,38,None,None,None,None
0,24,39,None,None,None,None
0,24,41,39.0,39.0,39.0,41.0
0,24,50,105.0,105.0,107.0,116.0
0,24,51,110.0,110.0,111.0,110.0
0,24,52,98.0,98.0,100.0,111.0
0,24,53,94.0,94.0,94.0,107.0
0,24,54,95.0,95.0,95.0,108.0
0,24,55,99.0,99.0,99.0,103.0
0,24,56,104.0,104.0,104.0,111.0
0,24,57,105.0,105.0,105.0,120.0
0,24,58,106.0,106.0,108.0,120.0
0,24,59,103.0,103.0,104.0,103.0
0,24,60,65.0,65.0,65.0,74.0
0,24,61,78.0,78.0,78.0,86.0
0,24,62,50.0,50.0,51.0,50.0
0,24,63,46.0,46.0,46.0,49.0
0,24,64,57.0,57.0,57.0,68.0
0,24,70,None,None,None,None
0,24,71,None,None,None,None
0,24,72,None,None,None,None
0,24,73,None,None,None,None
0,24,74,None,None,None,None
0,24,75,118.0,118.0,124.0,136.0
0,24,76,113.0,113.0,113.0,116.0
0,24,77,112.0,112.0,114.0,120.0
0,24,78,116.0,116.0,116.0,141.0
0,24,79,118.0,118.0,118.0,140.0
0,24,80,120.0,120.0,120.0,120.0
0,24,81,113.0,113.0,113.0,120.0
0,24,82,114.0,114.0,114.0,123.0
0,24,83,114.0,114.0,114.0,123.0
0,24,84,110.0,110.0,110.0,117.0
0,24,85,None,None,None,None
0,24,86,None,None,None,None
0,24,87,None,None,None,None
0,24,88,None,None,None,None
0,24,89,None,None,None,None
0,24,90,41.0,41.0,41.0,50.0
0,24,91,39.0,39.0,39.0,47.0
0,24,94,36.0,36.0,36.0,44.0
0,25,27,None,None,None,None
0,25,29,None,None,None,None
0,25,34,46.0,46.0,46.0,53.0
0,25,35,None,None,None,None
0,25,36,None,None,None,None
0,25,37,None,None,None,None
0,25,38,None,None,None,None
0,25,39,None,None,None,None
0,25,40,89.0,89.0,89.0,97.0
0,25,41,108.0,109.0,110.0,110.0
0,25,42,106.0,106.0,106.0,118.0
0,25,43,116.0,116.0,116.0,124.0
0,25,44,105.0,105.0,105.0,106.0
0,25,45,123.0,124.0,126.0,132.0
0,25,46,124.0,125.0,125.0,132.0
0,25,47,123.0,123.0,123.0,136.0
0,25,48,126.0,127.0,127.0,130.0
0,25,49,121.0,121.0,121.0,136.0
0,25,52,39.0,42.0,44.0,44.0
0,25,53,37.0,37.0,37.0,43.0
0,25,54,42.0,44.0,44.0,47.0
0,25,55,37.0,37.0,40.0,42.0
0,25,58,52.0,52.0,57.0,55.0
0,25,60,62.0,63.0,64.0,68.0
0,25,61,68.0,68.0,68.0,68.0
0,25,62,96.0,96.0,96.0,97.0
0,25,63,99.0,99.0,100.0,100.0
0,25,64,83.0,84.0,85.0,85.0
0,25,65,96.0,96.0,96.0,105.0
0,25,66,94.0,94.0,94.0,105.0
0,25,67,114.0,114.0,114.0,128.0
0,25,68,111.0,111.0,111.0,126.0
0,25,69,114.0,114.0,114.0,125.0
0,25,70,None,None,None,None
0,25,71,None,None,None,None
0,25,72,None,None,None,None
0,25,73,None,None,None,None
0,25,74,None,None,None,None
0,25,82,51.0,51.0,51.0,53.0
0,25,83,65.0,66.0,67.0,69.0
0,25,84,46.0,46.0,46.0,46.0
0,25,85,None,None,None,None
0,25,86,None,None,None,None
0,25,87,None,None,None,None
0,25,88,None,None,None,None
0,25,89,None,None,None,None
0,25,90,111.0,112.0,114.0,114.0
0,25,91,102.0,102.0,102.0,103.0
0,25,92,109.0,109.0,109.0,121.0
0,25,93,113.0,114.0,114.0,114.0
0,25,94,110.0,111.0,111.0,111.0
0,25,95,131.0,131.0,132.0,132.0
0,25,96,123.0,123.0,126.0,135.0
0,25,97,141.0,141.0,141.0,142.0
0,25,98,139.0,139.0,139.0,143.0
0,25,99,137.0,138.0,139.0,156.0
0,26,27,None,None,None,None
0,26,29,None,None,None,None
0,26,34,42.0,42.0,42.0,42.0
0,26,35,None,None,None,None
0,26,36,None,None,None,None
0,26,37,None,None,None,None
0,26,38,None,None,None,None
0,26,39,None,None,None,None
0,26,40,87.0,87.0,87.0,99.0
0,26,41,106.0,107.0,109.0,112.0
0,26,42,104.0,104.0,104.0,114.0
0,26,43,114.0,114.0,114.0,119.0
0,26,44,103.0,103.0,103.0,108.0
0,26,45,121.0,122.0,124.0,134.0
0,26,46,122.0,123.0,123.0,134.0
0,26,47,121.0,121.0,121.0,132.0
0,26,48,124.0,125.0,125.0,132.0
0,26,49,119.0,119.0,119.0,132.0
0,26,55,40.0,40.0,40.0,50.0
0,26,58,53.0,54.0,55.0,65.0
0,26,59,46.0,47.0,53.0,47.0
0,26,60,59.0,60.0,61.0,68.0
0,26,61,66.0,66.0,66.0,75.0
0,26,62,94.0,94.0,94.0,99.0
0,26,63,97.0,97.0,99.0,102.0
0,26,64,81.0,82.0,84.0,87.0
0,26,65,94.0,94.0,94.0,107.0
0,26,66,92.0,92.0,92.0,101.0
0,26,67,112.0,112.0,112.0,130.0
0,26,68,109.0,109.0,109.0,115.0
0,26,69,112.0,112.0,112.0,126.0
0,26,70,None,None,None,None
0,26,71,None,None,None,None
0,26,72,None,None,None,None
0,26,73,None,None,None,None
0,26,74,None,None,None,None
0,26,80,55.0,55.0,55.0,61.0
0,26,81,48.0,48.0,50.0,56.0
0,26,82,52.0,52.0,52.0,52.0
0,26,83,67.0,68.0,68.0,68.0
0,26,84,51.0,52.0,52.0,52.0
0,26,85,None,None,None,None
0,26,86,None,None,None,None
0,26,87,None,None,None,None
0,26,88,None,None,None,None
0,26,89,None,None,None,None
0,26,90,109.0,110.0,112.0,116.0
0,26,91,100.0,100.0,100.0,105.0
0,26,92,107.0,107.0,107.0,116.0
0,26,93,111.0,112.0,113.0,116.0
0,26,94,108.0,109.0,109.0,113.0
0,26,95,129.0,129.0,130.0,134.0
0,26,96,121.0,121.0,124.0,133.0
0,26,97,139.0,139.0,139.0,144.0
0,26,98,137.0,137.0,137.0,149.0
0,26,99,135.0,136.0,137.0,146.0
0,27,28,None,None,None,None
0,27,29,None,None,None,None
0,27,30,None,None,None,None
0,27,31,None,None,None,None
0,27,32,None,None,None,None
0,27,33,None,None,None,None
0,27,34,None,None,None,None
0,27,35,None,None,None,None
0,27,36,None,None,None,None
0,27,37,None,None,None,None
0,27,38,None,None,None,None
0,27,39,None,None,None,None
0,27,40,None,None,None,None
0,27,41,None,None,None,None
0,27,42,None,None,None,None
0,27,43,None,None,None,None
0,27,44,None,None,None,None
0,27,45,None,None,None,None
0,27,46,None,None,None,None
0,27,47,None,None,None,None
0,27,48,None,None,None,None
0,27,49,None,None,None,None
0,27,50,None,None,None,None
0,27,51,None,None,None,None
0,27,52,None,None,None,None
0,27,53,None,None,None,None
0,27,54,None,None,None,None
0,27,55,None,None,None,None
0,27,56,None,None,None,None
0,27,57,None,None,None,None
0,27,58,None,None,None,None
0,27,59,None,None,None,None
0,27,60,None,None,None,None
0,27,61,None,None,None,None
0,27,62,None,None,None,None
0,27,63,None,None,None,None
0,27,64,None,None,None,None
0,27,65,None,None,None,None
0,27,66,None,None,None,None
0,27,67,None,None,None,None
0,27,68,None,None,None,None
0,27,69,None,None,None,None
0,27,70,None,None,None,None
0,27,71,None,None,None,None
0,27,72,None,None,None,None
0,27,73,None,None,None,None
0,27,74,None,None,None,None
0,27,75,None,None,None,None
0,27,76,None,None,None,None
0,27,77,None,None,None,None
0,27,78,None,None,None,None
0,27,79,None,None,None,None
0,27,80,None,None,None,None
0,27,81,None,None,None,None
0,27,82,None,None,None,None
0,27,83,None,None,None,None
0,27,84,None,None,None,None
0,27,85,None,None,None,None
0,27,86,None,None,None,None
0,27,87,None,None,None,None
0,27,88,None,None,None,None
0,27,89,None,None,None,None
0,27,90,None,None,None,None
0,27,91,None,None,None,None
0,27,92,None,None,None,None
0,27,93,None,None,None,None
0,27,94,None,None,None,None
0,27,95,None,None,None,None
0,27,96,None,None,None,None
0,27,97,None,None,None,None
0,27,98,None,None,None,None
0,27,99,None,None,None,None
0,28,29,None,None,None,None
0,28,35,None,None,None,None
0,28,36,None,None,None,None
0,28,37,None,None,None,None
0,28,38,None,None,None,None
0,28,39,None,None,None,None
0,28,40,72.0,75.0,77.0,76.0
0,28,41,91.0,91.0,91.0,94.0
0,28,42,89.0,91.0,92.0,101.0
0,28,43,99.0,99.0,99.0,103.0
0,28,44,88.0,91.0,91.0,91.0
0,28,45,106.0,106.0,106.0,109.0
0,28,46,107.0,107.0,107.0,121.0
0,28,47,106.0,106.0,106.0,113.0
0,28,48,109.0,109.0,110.0,127.0
0,28,49,104.0,106.0,106.0,113.0
0,28,57,32.0,32.0,32.0,40.0
0,28,58,43.0,44.0,44.0,44.0
0,28,59,37.0,37.0,37.0,44.0
0,28,60,48.0,48.0,48.0,53.0
0,28,61,49.0,54.0,54.0,61.0
0,28,62,79.0,81.0,84.0,87.0
0,28,63,82.0,82.0,82.0,91.0
0,28,64,66.0,66.0,66.0,76.0
0,28,65,79.0,80.0,80.0,87.0
0,28,66,77.0,77.0,77.0,85.0
0,28,67,97.0,98.0,98.0,110.0
0,28,68,94.0,95.0,95.0,106.0
0,28,69,97.0,98.0,98.0,107.0
0,28,70,None,None,None,None
0,28,71,None,None,None,None
0,28,72,None,None,None,None
0,28,73,None,None,None,None
0,28,74,None,None,None,None
0,28,82,46.0,46.0,46.0,49.0
0,28,83,59.0,60.0,60.0,63.0
0,28,84,43.0,43.0,44.0,43.0
0,28,85,None,None,None,None
0,28,86,None,None,None,None
0,28,87,None,None,None,None
0,28,88,None,None,None,None
0,28,89,None,None,None,None
0,28,90,94.0,94.0,94.0,101.0
0,28,91,85.0,88.0,88.0,99.0
0,28,92,92.0,95.0,95.0,100.0
0,28,93,96.0,96.0,96.0,107.0
0,28,94,93.0,93.0,93.0,93.0
0,28,95,114.0,115.0,115.0,121.0
0,28,96,106.0,108.0,109.0,113.0
0,28,97,124.0,125.0,125.0,129.0
0,28,98,122.0,125.0,125.0,133.0
0,28,99,120.0,120.0,123.0,131.0
0,29,30,None,None,None,None
0,29,31,None,None,None,None
0,29,32,None,None,None,None
0,29,33,None,None,None,None
0,29,34,None,None,None,None
0,29,35,None,None,None,None
0,29,36,None,None,None,None
0,29,37,None,None,None,None
0,29,38,None,None,None,None
0,29,39,None,None,None,None
0,29,40,None,None,None,None
0,29,41,None,None,None,None
0,29,42,None,None,None,None
0,29,43,None,None,None,None
0,29,44,None,None,None,None
0,29,45,None,None,None,None
0,29,46,None,None,None,None
0,29,47,None,None,None,None
0,29,48,None,None,None,None
0,29,49,None,None,None,None
0,29,50,None,None,None,None
0,29,51,None,None,None,None
0,29,52,None,None,None,None
0,29,53,None,None,None,None
0,29,54,None,None,None,None
0,29,55,None,None,None,None
0,29,56,None,None,None,None
0,29,57,None,None,None,None
0,29,58,None,None,None,None
0,29,59,None,None,None,None
0,29,60,None,None,None,None
0,29,61,None,None,None,None
0,29,62,None,None,None,None
0,29,63,None,None,None,None
0,29,64,None,None,None,None
0,29,65,None,None,None,None
0,29,66,None,None,None,None
0,29,67,None,None,None,None
0,29,68,None,None,None,None
0,29,69,None,None,None,None
0,29,70,None,None,None,None
0,29,71,None,None,None,None
0,29,72,None,None,None,None
0,29,73,None,None,None,None
0,29,74,None,None,None,None
0,29,75,None,None,None,None
0,29,76,None,None,None,None
0,29,77,None,None,None,None
0,29,78,None,None,None,None
0,29,79,None,None,None,None
0,29,80,None,None,None,None
0,29,81,None,None,None,None
0,29,82,None,None,None,None
0,29,83,None,None,None,None
0,29,84,None,None,None,None
0,29,85,None,None,None,None
0,29,86,None,None,None,None
0,29,87,None,None,None,None
0,29,88,None,None,None,None
0,29,89,None,None,None,None
0,29,90,None,None,None,None
0,29,91,None,None,None,None
0,29,92,None,None,None,None
0,29,93,None,None,None,None
0,29,94,None,None,None,None
0,29,95,None,None,None,None
0,29,96,None,None,None,None
0,29,97,None,None,None,None
0,29,98,None,None,None,None
0,29,99,None,None,None,None
0,30,35,None,None,None,None
0,30,36,None,None,None,None
0,30,37,None,None,None,None
0,30,38,None,None,None,None
0,30,39,None,None,None,None
0,30,41,72.0,75.0,75.0,75.0
0,30,43,82.0,82.0,82.0,86.0
0,30,45,90.0,90.0,90.0,90.0
0,30,46,91.0,91.0,91.0,91.0
0,30,47,90.0,90.0,90.0,96.0
0,30,48,93.0,93.0,94.0,95.0
0,30,49,88.0,90.0,90.0,96.0
0,30,67,81.0,82.0,82.0,87.0
0,30,68,78.0,79.0,79.0,80.0
0,30,69,81.0,82.0,82.0,85.0
0,30,70,None,None,None,None
0,30,71,None,None,None,None
0,30,72,None,None,None,None
0,30,73,None,None,None,None
0,30,74,None,None,None,None
0,30,75,48.0,48.0,48.0,62.0
0,30,77,38.0,41.0,44.0,44.0
0,30,78,53.0,53.0,53.0,56.0
0,30,79,52.0,52.0,52.0,64.0
0,30,80,56.0,56.0,56.0,57.0
0,30,81,49.0,49.0,49.0,49.0
0,30,84,47.0,48.0,48.0,48.0
0,30,85,None,None,None,None
0,30,86,None,None,None,None
0,30,87,None,None,None,None
0,30,88,None,None,None,None
0,30,89,None,None,None,None
0,30,92,76.0,78.0,78.0,79.0
0,30,93,76.0,79.0,79.0,82.0
0,30,95,98.0,99.0,99.0,101.0
0,30,96,90.0,90.0,90.0,90.0
0,30,97,108.0,109.0,109.0,110.0
0,30,98,106.0,108.0,108.0,109.0
0,30,99,104.0,104.0,107.0,116.0
0,31,35,None,None,None,None
0,31,36,None,None,None,None
0,31,37,None,None,None,None
0,31,38,None,None,None,None
0,31,39,None,None,None,None
0,31,40,59.0,60.0,64.0,60.0
0,31,41,78.0,78.0,78.0,98.0
0,31,42,76.0,77.0,77.0,77.0
0,31,43,86.0,86.0,86.0,86.0
0,31,44,75.0,76.0,76.0,84.0
0,31,45,93.0,93.0,93.0,109.0
0,31,46,94.0,94.0,94.0,102.0
0,31,47,93.0,93.0,93.0,108.0
0,31,48,96.0,96.0,97.0,100.0
0,31,49,91.0,92.0,92.0,108.0
0,31,62,68.0,68.0,68.0,72.0
0,31,63,71.0,71.0,71.0,77.0
0,31,64,53.0,53.0,53.0,53.0
0,31,65,66.0,67.0,67.0,73.0
0,31,66,64.0,64.0,64.0,75.0
0,31,67,84.0,85.0,85.0,100.0
0,31,68,81.0,82.0,82.0,91.0
0,31,69,84.0,85.0,85.0,85.0
0,31,70,None,None,None,None
0,31,71,None,None,None,None
0,31,72,None,None,None,None
0,31,73,None,None,None,None
0,31,74,None,None,None,None
0,31,75,48.0,49.0,50.0,58.0
0,31,76,43.0,43.0,43.0,43.0
0,31,79,48.0,50.0,50.0,56.0
0,31,80,56.0,56.0,57.0,56.0
0,31,81,50.0,50.0,51.0,51.0
0,31,84,48.0,48.0,48.0,48.0
0,31,85,None,None,None,None
0,31,86,None,None,None,None
0,31,87,None,None,None,None
0,31,88,None,None,None,None
0,31,89,None,None,None,None
0,31,90,81.0,81.0,81.0,83.0
0,31,91,72.0,75.0,75.0,77.0
0,31,92,79.0,80.0,80.0,85.0
0,31,93,85.0,86.0,86.0,86.0
0,31,94,82.0,82.0,82.0,83.0
0,31,95,101.0,102.0,103.0,103.0
0,31,96,93.0,94.0,96.0,100.0
0,31,97,111.0,112.0,112.0,128.0
0,31,98,109.0,110.0,110.0,111.0
0,31,99,107.0,107.0,110.0,126.0
0,32,35,None,None,None,None
0,32,36,None,None,None,None
0,32,37,None,None,None,None
0,32,38,None,None,None,None
0,32,39,None,None,None,None
0,32,41,80.0,80.0,85.0,80.0
0,32,43,86.0,86.0,91.0,87.0
0,32,45,95.0,95.0,95.0,95.0
0,32,46,96.0,96.0,98.0,96.0
0,32,47,95.0,95.0,96.0,101.0
0,32,48,98.0,98.0,98.0,107.0
0,32,49,93.0,94.0,94.0,101.0
0,32,55,36.0,37.0,37.0,45.0
0,32,56,34.0,34.0,34.0,34.0
0,32,57,38.0,40.0,42.0,42.0
0,32,62,61.0,64.0,64.0,68.0
0,32,63,66.0,69.0,69.0,69.0
0,32,65,68.0,69.0,69.0,69.0
0,32,67,86.0,87.0,87.0,99.0
