Instance,Origin,Destination,ofdp,ilp,splitpath,ofdp3
0,32,68,80.0,83.0,84.0,95.0
0,32,69,86.0,87.0,87.0,88.0
0,32,70,None,None,None,None
0,32,71,None,None,None,None
0,32,72,None,None,None,None
0,32,73,None,None,None,None
0,32,74,None,None,None,None
0,32,75,46.0,47.0,47.0,55.0
0,32,76,41.0,41.0,41.0,44.0
0,32,78,51.0,52.0,52.0,61.0
0,32,79,45.0,45.0,45.0,45.0
0,32,80,53.0,54.0,54.0,61.0
0,32,81,47.0,47.0,47.0,53.0
0,32,82,43.0,43.0,43.0,51.0
0,32,84,46.0,46.0,46.0,46.0
0,32,85,None,None,None,None
0,32,86,None,None,None,None
0,32,87,None,None,None,None
0,32,88,None,None,None,None
0,32,89,None,None,None,None
0,32,90,82.0,82.0,82.0,85.0
0,32,91,74.0,75.0,75.0,78.0
0,32,92,81.0,81.0,81.0,81.0
0,32,93,84.0,84.0,84.0,88.0
0,32,94,81.0,81.0,81.0,84.0
0,32,95,103.0,104.0,104.0,111.0
0,32,96,95.0,96.0,96.0,97.0
0,32,97,113.0,113.0,115.0,119.0
0,32,98,111.0,112.0,112.0,117.0
0,32,99,109.0,109.0,109.0,117.0
0,33,35,None,None,None,None
0,33,36,None,None,None,None
0,33,37,None,None,None,None
0,33,38,None,None,None,None
0,33,39,None,None,None,None
0,33,41,73.0,73.0,81.0,73.0
0,33,45,88.0,88.0,88.0,88.0
0,33,46,89.0,89.0,91.0,103.0
0,33,47,88.0,88.0,90.0,101.0
0,33,48,91.0,91.0,91.0,104.0
0,33,49,86.0,88.0,88.0,101.0
0,33,55,45.0,45.0,47.0,51.0
0,33,56,46.0,47.0,47.0,47.0
0,33,57,46.0,46.0,46.0,46.0
0,33,65,61.0,62.0,62.0,74.0
0,33,66,59.0,59.0,59.0,59.0
0,33,67,79.0,80.0,80.0,86.0
0,33,68,76.0,77.0,77.0,78.0
0,33,69,79.0,80.0,80.0,96.0
0,33,70,None,None,None,None
0,33,71,None,None,None,None
0,33,72,None,None,None,None
0,33,73,None,None,None,None
0,33,74,None,None,None,None
0,33,75,52.0,52.0,58.0,66.0
0,33,76,47.0,48.0,48.0,55.0
0,33,77,42.0,45.0,47.0,48.0
0,33,78,57.0,57.0,57.0,57.0
0,33,79,56.0,56.0,56.0,69.0
0,33,80,61.0,62.0,62.0,65.0
0,33,81,54.0,54.0,55.0,60.0
0,33,82,54.0,55.0,56.0,57.0
0,33,83,66.0,67.0,68.0,70.0
0,33,84,55.0,55.0,55.0,64.0
0,33,85,None,None,None,None
0,33,86,None,None,None,None
0,33,87,None,None,None,None
0,33,88,None,None,None,None
0,33,89,None,None,None,None
0,33,90,76.0,76.0,76.0,84.0
0,33,91,71.0,73.0,73.0,76.0
0,33,92,74.0,76.0,76.0,85.0
0,33,93,82.0,82.0,82.0,82.0
0,33,94,77.0,77.0,77.0,83.0
0,33,95,96.0,97.0,97.0,98.0
0,33,96,88.0,90.0,90.0,101.0
0,33,97,106.0,107.0,108.0,117.0
0,33,98,104.0,106.0,106.0,110.0
0,33,99,102.0,102.0,102.0,111.0
0,34,35,None,None,None,None
0,34,36,None,None,None,None
0,34,37,None,None,None,None
0,34,38,None,None,None,None
0,34,39,None,None,None,None
0,34,41,75.0,75.0,78.0,78.0
0,34,45,90.0,90.0,90.0,100.0
0,34,46,91.0,91.0,92.0,98.0
0,34,47,90.0,90.0,90.0,90.0
0,34,48,93.0,93.0,93.0,104.0
0,34,49,88.0,88.0,88.0,88.0
0,34,67,81.0,81.0,81.0,96.0
0,34,68,78.0,78.0,78.0,92.0
0,34,69,81.0,81.0,81.0,92.0
0,34,70,None,None,None,None
0,34,71,None,None,None,None
0,34,72,None,None,None,None
0,34,73,None,None,None,None
0,34,74,None,None,None,None
0,34,75,49.0,49.0,56.0,49.0
0,34,76,44.0,45.0,45.0,54.0
0,34,77,39.0,42.0,43.0,43.0
0,34,78,53.0,54.0,54.0,54.0
0,34,79,52.0,52.0,52.0,67.0
0,34,80,57.0,57.0,57.0,58.0
0,34,81,50.0,50.0,51.0,54.0
0,34,85,None,None,None,None
0,34,86,None,None,None,None
0,34,87,None,None,None,None
0,34,88,None,None,None,None
0,34,89,None,None,None,None
0,34,90,78.0,78.0,78.0,78.0
0,34,92,76.0,76.0,76.0,76.0
0,34,93,82.0,82.0,82.0,82.0
0,34,95,98.0,98.0,98.0,103.0
0,34,96,90.0,90.0,90.0,91.0
0,34,97,108.0,108.0,110.0,108.0
0,34,98,106.0,106.0,106.0,111.0
0,34,99,104.0,104.0,104.0,106.0
0,35,36,None,None,None,None
0,35,37,None,None,None,None
0,35,38,None,None,None,None
0,35,39,None,None,None,None
0,35,40,None,None,None,None
0,35,41,None,None,None,None
0,35,42,None,None,None,None
0,35,43,None,None,None,None
0,35,44,None,None,None,None
0,35,45,None,None,None,None
0,35,46,None,None,None,None
0,35,47,None,None,None,None
0,35,48,None,None,None,None
0,35,49,None,None,None,None
0,35,50,None,None,None,None
0,35,51,None,None,None,None
0,35,52,None,None,None,None
0,35,53,None,None,None,None
0,35,54,None,None,None,None
0,35,55,None,None,None,None
0,35,56,None,None,None,None
0,35,57,None,None,None,None
0,35,58,None,None,None,None
0,35,59,None,None,None,None
0,35,60,None,None,None,None
0,35,61,None,None,None,None
0,35,62,None,None,None,None
0,35,63,None,None,None,None
0,35,64,None,None,None,None
0,35,65,None,None,None,None
0,35,66,None,None,None,None
0,35,67,None,None,None,None
0,35,68,None,None,None,None
0,35,69,None,None,None,None
0,35,70,None,None,None,None
0,35,71,None,None,None,None
0,35,72,None,None,None,None
0,35,73,None,None,None,None
0,35,74,None,None,None,None
0,35,75,None,None,None,None
0,35,76,None,None,None,None
0,35,77,None,None,None,None
0,35,78,None,None,None,None
0,35,79,None,None,None,None
0,35,80,None,None,None,None
0,35,81,None,None,None,None
0,35,82,None,None,None,None
0,35,83,None,None,None,None
0,35,84,None,None,None,None
0,35,85,None,None,None,None
0,35,86,None,None,None,None
0,35,87,None,None,None,None
0,35,88,None,None,None,None
0,35,89,None,None,None,None
0,35,90,None,None,None,None
0,35,91,None,None,None,None
0,35,92,None,None,None,None
0,35,93,None,None,None,None
0,35,94,None,None,None,None
0,35,95,None,None,None,None
0,35,96,None,None,None,None
0,35,97,None,None,None,None
0,35,98,None,None,None,None
0,35,99,None,None,None,None
0,36,37,None,None,None,None
0,36,38,None,None,None,None
0,36,39,None,None,None,None
0,36,40,None,None,None,None
0,36,41,None,None,None,None
0,36,42,None,None,None,None
0,36,43,None,None,None,None
0,36,44,None,None,None,None
0,36,45,None,None,None,None
0,36,46,None,None,None,None
0,36,47,None,None,None,None
0,36,48,None,None,None,None
0,36,49,None,None,None,None
0,36,50,None,None,None,None
0,36,51,None,None,None,None
0,36,52,None,None,None,None
0,36,53,None,None,None,None
0,36,54,None,None,None,None
0,36,55,None,None,None,None
0,36,56,None,None,None,None
0,36,57,None,None,None,None
0,36,58,None,None,None,None
0,36,59,None,None,None,None
0,36,60,None,None,None,None
0,36,61,None,None,None,None
0,36,62,None,None,None,None
0,36,63,None,None,None,None
0,36,64,None,None,None,None
0,36,65,None,None,None,None
0,36,66,None,None,None,None
0,36,67,None,None,None,None
0,36,68,None,None,None,None
0,36,69,None,None,None,None
0,36,70,None,None,None,None
0,36,71,None,None,None,None
0,36,72,None,None,None,None
0,36,73,None,None,None,None
0,36,74,None,None,None,None
0,36,75,None,None,None,None
0,36,76,None,None,None,None
0,36,77,None,None,None,None
0,36,78,None,None,None,None
0,36,79,None,None,None,None
0,36,80,None,None,None,None
0,36,81,None,None,None,None
0,36,82,None,None,None,None
0,36,83,None,None,None,None
0,36,84,None,None,None,None
0,36,85,None,None,None,None
0,36,86,None,None,None,None
0,36,87,None,None,None,None
0,36,88,None,None,None,None
0,36,89,None,None,None,None
0,36,90,None,None,None,None
0,36,91,None,None,None,None
0,36,92,None,None,None,None
0,36,93,None,None,None,None
0,36,94,None,None,None,None
0,36,95,None,None,None,None
0,36,96,None,None,None,None
0,36,97,None,None,None,None
0,36,98,None,None,None,None
0,36,99,None,None,None,None
0,37,38,None,None,None,None
0,37,39,None,None,None,None
0,37,40,None,None,None,None
0,37,41,None,None,None,None
0,37,42,None,None,None,None
0,37,43,None,None,None,None
0,37,44,None,None,None,None
0,37,45,None,None,None,None
0,37,46,None,None,None,None
0,37,47,None,None,None,None
0,37,48,None,None,None,None
0,37,49,None,None,None,None
0,37,50,None,None,None,None
0,37,51,None,None,None,None
0,37,52,None,None,None,None
0,37,53,None,None,None,None
0,37,54,None,None,None,None
0,37,55,None,None,None,None
0,37,56,None,None,None,None
0,37,57,None,None,None,None
0,37,58,None,None,None,None
0,37,59,None,None,None,None
0,37,60,None,None,None,None
0,37,61,None,None,None,None
0,37,62,None,None,None,None
0,37,63,None,None,None,None
0,37,64,None,None,None,None
0,37,65,None,None,None,None
0,37,66,None,None,None,None
0,37,67,None,None,None,None
0,37,68,None,None,None,None
0,37,69,None,None,None,None
0,37,70,None,None,None,None
0,37,71,None,None,None,None
0,37,72,None,None,None,None
0,37,73,None,None,None,None
0,37,74,None,None,None,None
0,37,75,None,None,None,None
0,37,76,None,None,None,None
0,37,77,None,None,None,None
0,37,78,None,None,None,None
0,37,79,None,None,None,None
0,37,80,None,None,None,None
0,37,81,None,None,None,None
0,37,82,None,None,None,None
0,37,83,None,None,None,None
0,37,84,None,None,None,None
0,37,85,None,None,None,None
0,37,86,None,None,None,None
0,37,87,None,None,None,None
0,37,88,None,None,None,None
0,37,89,None,None,None,None
0,37,90,None,None,None,None
0,37,91,None,None,None,None
0,37,92,None,None,None,None
0,37,93,None,None,None,None
0,37,94,None,None,None,None
0,37,95,None,None,None,None
0,37,96,None,None,None,None
0,37,97,None,None,None,None
0,37,98,None,None,None,None
0,37,99,None,None,None,None
0,38,39,None,None,None,None
0,38,40,None,None,None,None
0,38,41,None,None,None,None
0,38,42,None,None,None,None
0,38,43,None,None,None,None
0,38,44,None,None,None,None
0,38,45,None,None,None,None
0,38,46,None,None,None,None
0,38,47,None,None,None,None
0,38,48,None,None,None,None
0,38,49,None,None,None,None
0,38,50,None,None,None,None
0,38,51,None,None,None,None
0,38,52,None,None,None,None
0,38,53,None,None,None,None
0,38,54,None,None,None,None
0,38,55,None,None,None,None
0,38,56,None,None,None,None
0,38,57,None,None,None,None
0,38,58,None,None,None,None
0,38,59,None,None,None,None
0,38,60,None,None,None,None
0,38,61,None,None,None,None
0,38,62,None,None,None,None
0,38,63,None,None,None,None
0,38,64,None,None,None,None
0,38,65,None,None,None,None
0,38,66,None,None,None,None
0,38,67,None,None,None,None
0,38,68,None,None,None,None
0,38,69,None,None,None,None
0,38,70,None,None,None,None
0,38,71,None,None,None,None
0,38,72,None,None,None,None
0,38,73,None,None,None,None
0,38,74,None,None,None,None
0,38,75,None,None,None,None
0,38,76,None,None,None,None
0,38,77,None,None,None,None
0,38,78,None,None,None,None
0,38,79,None,None,None,None
0,38,80,None,None,None,None
0,38,81,None,None,None,None
0,38,82,None,None,None,None
0,38,83,None,None,None,None
0,38,84,None,None,None,None
0,38,85,None,None,None,None
0,38,86,None,None,None,None
0,38,87,None,None,None,None
0,38,88,None,None,None,None
0,38,89,None,None,None,None
0,38,90,None,None,None,None
0,38,91,None,None,None,None
0,38,92,None,None,None,None
0,38,93,None,None,None,None
0,38,94,None,None,None,None
0,38,95,None,None,None,None
0,38,96,None,None,None,None
0,38,97,None,None,None,None
0,38,98,None,None,None,None
0,38,99,None,None,None,None
0,39,40,None,None,None,None
0,39,41,None,None,None,None
0,39,42,None,None,None,None
0,39,43,None,None,None,None
0,39,44,None,None,None,None
0,39,45,None,None,None,None
0,39,46,None,None,None,None
0,39,47,None,None,None,None
0,39,48,None,None,None,None
0,39,49,None,None,None,None
0,39,50,None,None,None,None
0,39,51,None,None,None,None
0,39,52,None,None,None,None
0,39,53,None,None,None,None
0,39,54,None,None,None,None
0,39,55,None,None,None,None
0,39,56,None,None,None,None
0,39,57,None,None,None,None
0,39,58,None,None,None,None
0,39,59,None,None,None,None
0,39,60,None,None,None,None
0,39,61,None,None,None,None
0,39,62,None,None,None,None
0,39,63,None,None,None,None
0,39,64,None,None,None,None
0,39,65,None,None,None,None
0,39,66,None,None,None,None
0,39,67,None,None,None,None
0,39,68,None,None,None,None
0,39,69,None,None,None,None
0,39,70,None,None,None,None
0,39,71,None,None,None,None
0,39,72,None,None,None,None
0,39,73,None,None,None,None
0,39,74,None,None,None,None
0,39,75,None,None,None,None
0,39,76,None,None,None,None
0,39,77,None,None,None,None
0,39,78,None,None,None,None
0,39,79,None,None,None,None
0,39,80,None,None,None,None
0,39,81,None,None,None,None
0,39,82,None,None,None,None
0,39,83,None,None,None,None
0,39,84,None,None,None,None
0,39,85,None,None,None,None
0,39,86,None,None,None,None
0,39,87,None,None,None,None
0,39,88,None,None,None,None
0,39,89,None,None,None,None
0,39,90,None,None,None,None
0,39,91,None,None,None,None
0,39,92,None,None,None,None
0,39,93,None,None,None,None
0,39,94,None,None,None,None
0,39,95,None,None,None,None
0,39,96,None,None,None,None
0,39,97,None,None,None,None
0,39,98,None,None,None,None
0,39,99,None,None,None,None
0,40,46,45.0,47.0,47.0,50.0
0,40,48,48.0,48.0,48.0,56.0
0,40,50,74.0,74.0,74.0,80.0
0,40,51,79.0,80.0,81.0,88.0
0,40,52,67.0,67.0,67.0,74.0
0,40,53,63.0,63.0,63.0,63.0
0,40,54,64.0,64.0,64.0,72.0
0,40,55,68.0,69.0,69.0,84.0
0,40,56,73.0,73.0,73.0,87.0
0,40,57,74.0,74.0,74.0,90.0
0,40,58,75.0,75.0,75.0,80.0
0,40,59,73.0,75.0,75.0,76.0
0,40,70,None,None,None,None
0,40,71,None,None,None,None
0,40,72,None,None,None,None
0,40,73,None,None,None,None
0,40,74,None,None,None,None
0,40,75,87.0,87.0,87.0,96.0
0,40,76,82.0,84.0,85.0,90.0
0,40,77,81.0,81.0,81.0,81.0
0,40,78,85.0,87.0,87.0,101.0
0,40,79,87.0,87.0,87.0,105.0
0,40,80,89.0,90.0,90.0,99.0
0,40,81,82.0,82.0,82.0,82.0
0,40,82,83.0,83.0,83.0,93.0
0,40,83,95.0,95.0,95.0,95.0
0,40,84,79.0,79.0,79.0,96.0
0,40,85,None,None,None,None
0,40,86,None,None,None,None
0,40,87,None,None,None,None
0,40,88,None,None,None,None
0,40,89,None,None,None,None
0,40,95,49.0,49.0,49.0,52.0
0,40,97,62.0,62.0,62.0,62.0
0,40,98,61.0,61.0,61.0,61.0
0,40,99,60.0,60.0,60.0,69.0
0,41,45,44.0,44.0,44.0,44.0
0,41,46,44.0,44.0,44.0,47.0
0,41,47,42.0,42.0,42.0,45.0
0,41,48,45.0,45.0,46.0,52.0
0,41,49,41.0,41.0,41.0,45.0
0,41,50,93.0,93.0,93.0,93.0
0,41,51,98.0,98.0,98.0,111.0
0,41,52,86.0,88.0,88.0,103.0
0,41,53,82.0,84.0,91.0,97.0
0,41,54,83.0,85.0,85.0,100.0
0,41,55,87.0,87.0,87.0,87.0
0,41,56,92.0,93.0,93.0,95.0
0,41,57,93.0,95.0,95.0,99.0
0,41,58,91.0,91.0,91.0,91.0
0,41,59,89.0,90.0,91.0,105.0
0,41,60,52.0,58.0,58.0,71.0
0,41,61,67.0,67.0,67.0,90.0
0,41,62,39.0,45.0,45.0,62.0
0,41,63,36.0,42.0,42.0,61.0
0,41,64,44.0,48.0,48.0,67.0
0,41,67,43.0,43.0,43.0,51.0
0,41,68,38.0,38.0,38.0,38.0
0,41,69,39.0,39.0,39.0,42.0
0,41,70,None,None,None,None
0,41,71,None,None,None,None
0,41,72,None,None,None,None
0,41,73,None,None,None,None
0,41,74,None,None,None,None
0,41,75,106.0,108.0,112.0,113.0
0,41,76,101.0,101.0,101.0,123.0
0,41,77,100.0,101.0,102.0,118.0
0,41,78,104.0,104.0,104.0,104.0
0,41,79,106.0,108.0,108.0,118.0
0,41,80,108.0,108.0,108.0,136.0
0,41,81,101.0,101.0,101.0,129.0
0,41,82,99.0,99.0,99.0,101.0
0,41,83,107.0,107.0,109.0,127.0
0,41,84,98.0,100.0,100.0,102.0
0,41,85,None,None,None,None
0,41,86,None,None,None,None
0,41,87,None,None,None,None
0,41,88,None,None,None,None
0,41,89,None,None,None,None
0,41,90,44.0,44.0,51.0,44.0
0,41,91,44.0,44.0,44.0,44.0
0,41,92,42.0,44.0,44.0,54.0
0,41,93,45.0,45.0,45.0,48.0
0,41,94,43.0,46.0,46.0,54.0
0,41,95,48.0,48.0,48.0,51.0
0,41,96,43.0,43.0,43.0,46.0
0,41,97,59.0,59.0,59.0,60.0
0,41,98,58.0,58.0,58.0,63.0
0,41,99,57.0,58.0,58.0,61.0
0,42,50,91.0,91.0,91.0,101.0
0,42,51,96.0,97.0,97.0,102.0
0,42,52,84.0,84.0,84.0,91.0
0,42,53,80.0,80.0,88.0,80.0
0,42,54,81.0,81.0,81.0,86.0
0,42,55,85.0,86.0,86.0,99.0
0,42,56,90.0,90.0,90.0,102.0
0,42,57,91.0,91.0,91.0,99.0
0,42,58,92.0,92.0,92.0,105.0
0,42,59,88.0,90.0,91.0,96.0
0,42,60,50.0,50.0,50.0,61.0
0,42,67,37.0,42.0,42.0,48.0
0,42,70,None,None,None,None
0,42,71,None,None,None,None
0,42,72,None,None,None,None
0,42,73,None,None,None,None
0,42,74,None,None,None,None
0,42,75,104.0,104.0,108.0,121.0
0,42,76,99.0,101.0,101.0,104.0
0,42,77,98.0,98.0,98.0,98.0
0,42,78,102.0,104.0,104.0,126.0
0,42,79,104.0,104.0,104.0,125.0
0,42,80,106.0,107.0,107.0,120.0
0,42,81,99.0,99.0,99.0,113.0
0,42,82,99.0,100.0,100.0,108.0
0,42,83,105.0,107.0,111.0,111.0
0,42,84,96.0,96.0,96.0,121.0
0,42,85,None,None,None,None
0,42,86,None,None,None,None
0,42,87,None,None,None,None
0,42,88,None,None,None,None
0,42,89,None,None,None,None
0,42,97,51.0,51.0,51.0,54.0
0,42,98,50.0,53.0,53.0,53.0
0,42,99,49.0,49.0,49.0,57.0
0,43,50,101.0,101.0,101.0,105.0
0,43,51,106.0,106.0,106.0,106.0
0,43,52,94.0,94.0,96.0,96.0
0,43,53,90.0,90.0,92.0,99.0
0,43,54,91.0,91.0,91.0,95.0
0,43,55,95.0,95.0,95.0,98.0
0,43,56,100.0,100.0,100.0,106.0
0,43,57,101.0,101.0,101.0,120.0
0,43,58,101.0,102.0,102.0,109.0
0,43,59,98.0,98.0,100.0,101.0
0,43,60,60.0,63.0,63.0,69.0
0,43,70,None,None,None,None
0,43,71,None,None,None,None
0,43,72,None,None,None,None
0,43,73,None,None,None,None
0,43,74,None,None,None,None
0,43,75,114.0,114.0,118.0,126.0
0,43,76,109.0,109.0,109.0,112.0
0,43,77,108.0,108.0,110.0,110.0
0,43,78,112.0,112.0,112.0,131.0
0,43,79,114.0,114.0,114.0,130.0
0,43,80,116.0,116.0,116.0,122.0
0,43,81,109.0,109.0,109.0,128.0
0,43,82,109.0,109.0,110.0,118.0
0,43,83,115.0,115.0,117.0,123.0
0,43,84,106.0,106.0,106.0,125.0
0,43,85,None,None,None,None
0,43,86,None,None,None,None
0,43,87,None,None,None,None
0,43,88,None,None,None,None
0,43,89,None,None,None,None
0,43,99,40.0,44.0,44.0,49.0
0,44,48,37.0,37.0,40.0,43.0
0,44,50,90.0,90.0,90.0,90.0
0,44,51,95.0,96.0,97.0,97.0
0,44,52,83.0,83.0,83.0,90.0
0,44,53,79.0,79.0,79.0,86.0
0,44,54,80.0,80.0,80.0,86.0
0,44,55,84.0,85.0,85.0,86.0
0,44,56,89.0,89.0,89.0,89.0
0,44,57,90.0,90.0,90.0,90.0
0,44,58,88.0,91.0,91.0,92.0
0,44,59,86.0,86.0,86.0,94.0
0,44,70,None,None,None,None
0,44,71,None,None,None,None
0,44,72,None,None,None,None
0,44,73,None,None,None,None
0,44,74,None,None,None,None
0,44,75,103.0,103.0,107.0,108.0
0,44,76,98.0,100.0,100.0,109.0
0,44,77,97.0,97.0,97.0,104.0
0,44,78,101.0,103.0,103.0,106.0
0,44,79,103.0,103.0,103.0,103.0
0,44,80,105.0,106.0,106.0,122.0
0,44,81,98.0,98.0,98.0,115.0
0,44,82,96.0,99.0,99.0,99.0
0,44,83,107.0,108.0,108.0,116.0
0,44,84,95.0,95.0,95.0,95.0
0,44,85,None,None,None,None
0,44,86,None,None,None,None
0,44,87,None,None,None,None
0,44,88,None,None,None,None
0,44,89,None,None,None,None
0,44,96,37.0,37.0,37.0,42.0
0,44,97,53.0,53.0,53.0,53.0
0,44,98,52.0,53.0,53.0,55.0
0,44,99,52.0,52.0,52.0,52.0
0,45,50,108.0,109.0,111.0,115.0
0,45,51,113.0,113.0,113.0,123.0
0,45,52,101.0,103.0,103.0,114.0
0,45,53,97.0,99.0,99.0,108.0
0,45,54,98.0,100.0,100.0,111.0
0,45,55,102.0,102.0,102.0,110.0
0,45,56,107.0,108.0,108.0,114.0
0,45,57,108.0,110.0,110.0,123.0
0,45,58,109.0,111.0,111.0,113.0
0,45,59,107.0,107.0,107.0,115.0
0,45,60,70.0,70.0,70.0,70.0
0,45,61,83.0,84.0,84.0,84.0
0,45,62,56.0,57.0,57.0,62.0
0,45,63,51.0,51.0,51.0,59.0
0,45,64,62.0,62.0,62.0,62.0
0,45,70,None,None,None,None
0,45,71,None,None,None,None
0,45,72,None,None,None,None
0,45,73,None,None,None,None
0,45,74,None,None,None,None
0,45,75,121.0,123.0,127.0,128.0
0,45,76,116.0,116.0,116.0,134.0
0,45,77,115.0,116.0,117.0,129.0
0,45,78,119.0,119.0,119.0,119.0
0,45,79,121.0,123.0,124.0,140.0
0,45,80,123.0,123.0,123.0,143.0
0,45,81,116.0,116.0,116.0,122.0
0,45,82,117.0,118.0,118.0,126.0
0,45,83,119.0,119.0,119.0,125.0
0,45,84,113.0,115.0,116.0,137.0
0,45,85,None,None,None,None
0,45,86,None,None,None,None
0,45,87,None,None,None,None
0,45,88,None,None,None,None
0,45,89,None,None,None,None
0,45,90,44.0,44.0,44.0,53.0
0,45,91,44.0,44.0,44.0,50.0
0,45,92,37.0,39.0,40.0,45.0
0,45,93,38.0,39.0,40.0,39.0
0,45,94,41.0,43.0,43.0,47.0
0,45,96,23.0,23.0,23.0,23.0
0,45,99,34.0,34.0,34.0,39.0
0,46,50,109.0,110.0,110.0,115.0
0,46,51,114.0,114.0,114.0,125.0
0,46,52,102.0,103.0,103.0,112.0
0,46,53,98.0,99.0,99.0,111.0
0,46,54,99.0,100.0,100.0,103.0
0,46,55,103.0,103.0,103.0,125.0
0,46,56,108.0,109.0,109.0,128.0
0,46,57,109.0,110.0,110.0,119.0
0,46,58,110.0,111.0,111.0,113.0
0,46,59,108.0,108.0,108.0,122.0
0,46,60,70.0,70.0,71.0,70.0
0,46,61,82.0,83.0,84.0,90.0
0,46,62,54.0,54.0,54.0,56.0
0,46,63,52.0,52.0,52.0,61.0
0,46,64,62.0,62.0,63.0,62.0
0,46,65,46.0,46.0,46.0,53.0
0,46,66,34.0,34.0,34.0,38.0
0,46,69,27.0,27.0,30.0,37.0
0,46,70,None,None,None,None
0,46,71,None,None,None,None
0,46,72,None,None,None,None
0,46,73,None,None,None,None
0,46,74,None,None,None,None
0,46,75,122.0,123.0,127.0,129.0
0,46,76,117.0,117.0,117.0,137.0
0,46,77,116.0,117.0,117.0,132.0
0,46,78,120.0,120.0,120.0,120.0
0,46,79,122.0,123.0,123.0,140.0
0,46,80,124.0,124.0,124.0,144.0
0,46,81,117.0,117.0,117.0,139.0
0,46,82,118.0,119.0,119.0,119.0
0,46,83,119.0,119.0,120.0,128.0
0,46,84,114.0,115.0,115.0,138.0
0,46,85,None,None,None,None
0,46,86,None,None,None,None
0,46,87,None,None,None,None
0,46,88,None,None,None,None
0,46,89,None,None,None,None
0,46,90,46.0,46.0,46.0,46.0
0,46,91,45.0,45.0,45.0,45.0
0,46,92,38.0,40.0,40.0,44.0
0,46,93,39.0,41.0,41.0,44.0
0,46,94,42.0,44.0,44.0,48.0
0,46,97,37.0,37.0,37.0,38.0
0,46,99,34.0,34.0,36.0,34.0
0,47,50,108.0,108.0,108.0,119.0
0,47,51,113.0,113.0,113.0,121.0
0,47,52,101.0,101.0,101.0,114.0
0,47,53,97.0,97.0,97.0,97.0
0,47,54,98.0,98.0,98.0,111.0
0,47,55,102.0,102.0,102.0,106.0
0,47,56,107.0,107.0,107.0,107.0
0,47,57,108.0,108.0,108.0,131.0
0,47,58,109.0,109.0,109.0,123.0
0,47,59,106.0,106.0,107.0,106.0
0,47,60,68.0,68.0,69.0,78.0
0,47,61,80.0,81.0,82.0,91.0
0,47,62,53.0,54.0,54.0,55.0
0,47,63,50.0,50.0,50.0,58.0
0,47,64,60.0,60.0,61.0,74.0
0,47,65,45.0,45.0,45.0,52.0
0,47,66,32.0,32.0,32.0,36.0
0,47,69,23.0,23.0,23.0,31.0
0,47,70,None,None,None,None
0,47,71,None,None,None,None
0,47,72,None,None,None,None
0,47,73,None,None,None,None
0,47,74,None,None,None,None
0,47,75,121.0,121.0,125.0,139.0
0,47,76,116.0,116.0,116.0,123.0
0,47,77,115.0,115.0,117.0,115.0
0,47,78,119.0,119.0,119.0,144.0
0,47,79,121.0,121.0,121.0,143.0
0,47,80,123.0,123.0,123.0,128.0
0,47,81,116.0,116.0,116.0,116.0
0,47,82,117.0,117.0,117.0,134.0
0,47,83,117.0,117.0,118.0,127.0
0,47,84,113.0,113.0,113.0,113.0
0,47,85,None,None,None,None
0,47,86,None,None,None,None
0,47,87,None,None,None,None
0,47,88,None,None,None,None
0,47,89,None,None,None,None
0,47,90,44.0,44.0,44.0,52.0
0,47,91,43.0,43.0,43.0,49.0
0,47,92,36.0,38.0,38.0,43.0
0,47,93,37.0,39.0,39.0,39.0
0,47,94,40.0,42.0,42.0,45.0
0,47,99,34.0,34.0,34.0,36.0
0,48,50,111.0,112.0,112.0,114.0
0,48,51,116.0,116.0,117.0,131.0
0,48,52,104.0,105.0,105.0,114.0
0,48,53,100.0,101.0,102.0,117.0
0,48,54,101.0,102.0,102.0,108.0
0,48,55,105.0,105.0,106.0,130.0
0,48,56,110.0,111.0,111.0,133.0
0,48,57,111.0,112.0,112.0,126.0
0,48,58,112.0,113.0,113.0,116.0
0,48,59,109.0,109.0,111.0,116.0
0,48,60,71.0,73.0,73.0,84.0
0,48,61,83.0,83.0,85.0,83.0
0,48,62,56.0,56.0,57.0,64.0
0,48,63,53.0,54.0,54.0,66.0
0,48,64,63.0,65.0,65.0,78.0
0,48,65,48.0,49.0,49.0,59.0
0,48,66,35.0,37.0,37.0,42.0
0,48,70,None,None,None,None
0,48,71,None,None,None,None
0,48,72,None,None,None,None
0,48,73,None,None,None,None
0,48,74,None,None,None,None
0,48,75,124.0,125.0,129.0,134.0
0,48,76,119.0,119.0,120.0,143.0
0,48,77,118.0,119.0,119.0,138.0
0,48,78,122.0,122.0,123.0,132.0
0,48,79,124.0,125.0,125.0,127.0
0,48,80,126.0,126.0,127.0,149.0
0,48,81,119.0,119.0,120.0,144.0
0,48,82,120.0,120.0,121.0,140.0
0,48,83,120.0,122.0,122.0,134.0
0,48,84,116.0,117.0,117.0,143.0
0,48,85,None,None,None,None
0,48,86,None,None,None,None
0,48,87,None,None,None,None
0,48,88,None,None,None,None
0,48,89,None,None,None,None
0,48,90,48.0,52.0,52.0,57.0
0,48,91,46.0,47.0,47.0,51.0
0,48,92,39.0,39.0,39.0,54.0
0,48,93,40.0,40.0,40.0,44.0
0,48,94,43.0,43.0,48.0,48.0
0,48,96,23.0,23.0,23.0,23.0
0,49,50,106.0,106.0,106.0,119.0
